Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges
80,0,14,10.63,0,3,171.32
22,1,8,114.85,0,2,842.42
27,2,1,47.52,2,1,76.85
48,0,44,128.95,0,3,5634.12
42,0,45,126.48,0,2,5707.65
31,0,33,134.62,1,3,4471.39
57,1,44,91.9,0,1,4079.51
26,0,38,47.45,0,3,1798.07
25,0,30,71.08,0,1,2217.88
44,0,19,124.43,1,1,2344.88
42,1,1,30.75,2,0,0.0
58,0,32,102.54,0,2,3256.12
44,0,28,57.89,1,0,1568.55
62,1,60,33.11,0,0,1938.21
79,0,27,72.75,0,3,1974.8
80,0,16,125.49,1,2,1929.66
24,1,57,145.6,1,2,8275.58
67,0,10,57.17,0,3,687.76
62,0,13,136.37,2,1,1687.87
55,1,13,116.72,0,0,1506.55
39,0,26,12.05,0,1,314.31
18,0,47,113.02,0,0,5251.74
42,0,17,91.41,0,1,1472.76
33,1,59,137.46,0,0,8148.6
75,1,55,84.33,0,1,4635.05
71,0,72,23.84,0,2,1754.96
22,0,7,56.67,2,2,552.79
32,1,60,102.76,1,3,6178.21
22,0,1,10.97,0,2,25.48
71,0,16,116.05,0,0,1822.74
45,0,55,86.89,2,2,4725.05
60,0,13,28.3,0,2,287.22
25,1,64,139.1,0,2,8958.9
50,1,65,72.3,1,1,4726.85
34,1,70,122.77,1,3,8502.72
50,1,3,120.93,1,2,426.14
56,1,28,101.62,1,2,2769.42
39,1,7,37.91,0,0,239.13
48,0,44,61.13,1,3,2703.14
23,2,23,141.38,2,1,3315.16
65,1,29,52.04,1,1,1505.48
58,1,53,82.39,0,2,4292.86
76,0,71,99.41,0,2,6990.09
80,1,51,31.98,1,0,1582.16
26,1,9,107.89,0,3,946.79
44,0,59,91.28,0,2,5381.55
67,1,37,52.63,1,3,1974.7
21,1,59,12.24,1,0,672.45
45,0,26,98.99,1,0,2562.62
59,1,5,80.0,1,2,375.32
53,1,59,109.24,0,2,6435.56
61,0,5,104.33,0,0,539.65
20,1,25,59.99,0,2,1399.89
52,0,7,35.34,0,3,190.82
50,1,45,59.72,1,2,2668.83
37,0,15,98.75,0,3,1607.65
22,0,15,30.04,0,1,418.69
43,2,15,45.84,0,3,671.05
47,0,7,70.09,2,1,475.85
75,1,12,61.15,0,0,875.49
45,0,25,61.36,1,2,1516.67
22,0,16,54.35,2,3,940.59
44,1,67,97.0,0,2,6449.56
76,0,14,129.52,2,2,1762.09
69,0,6,70.17,0,3,425.27
31,1,36,106.79,0,2,3762.37
31,0,25,33.73,0,2,889.39
27,1,5,74.34,1,0,296.9
53,0,40,17.77,1,2,716.22
47,1,2,147.3,2,3,260.69
61,0,7,111.9,1,2,725.02
67,0,49,144.82,1,2,7125.68
47,0,35,87.29,0,0,3089.12
35,0,29,129.62,0,0,3769.3
68,1,27,34.67,1,0,946.86
33,1,55,30.61,2,3,1682.73
44,1,54,101.02,0,3,5531.78
73,0,34,119.53,2,3,4088.57
59,0,5,116.2,2,2,565.82
66,1,62,47.18,2,2,2967.49
39,0,37,64.5,0,1,2434.15
60,0,69,82.3,0,3,5659.75
33,0,11,138.74,2,3,1482.18
20,0,52,43.35,0,2,2313.55
45,1,69,57.69,1,3,4006.06
21,1,53,34.44,0,3,1864.79
35,0,33,139.58,2,2,4646.28
76,1,34,27.2,2,0,894.06
49,0,7,72.35,0,0,456.75
79,0,33,108.87,0,1,3519.92
69,1,16,52.1,0,2,766.11
66,0,28,75.98,1,0,2043.95
50,0,49,13.49,1,0,581.69
71,1,44,46.03,2,0,2088.11
68,2,19,76.04,0,2,1481.34
61,0,17,143.72,0,2,2481.9
39,1,30,22.54,2,1,622.41
43,0,24,69.9,1,0,1675.08
66,0,15,116.0,2,3,1863.59
31,1,4,73.22,0,1,261.0
29,0,57,109.61,1,3,6303.46
41,1,25,90.95,0,0,2222.89
54,1,16,51.83,2,2,834.13
46,0,70,23.78,0,0,1631.84
52,0,50,28.01,0,3,1378.4
40,0,9,41.52,0,0,370.64
69,0,71,23.24,0,2,1654.82
46,0,13,68.65,1,2,847.83
44,1,16,116.55,0,3,1902.26
40,0,70,33.02,2,0,2341.54
31,0,72,14.71,2,3,986.83
56,0,7,82.3,2,2,608.85
64,1,9,28.61,0,2,196.3
69,0,15,99.95,0,3,1534.72
51,0,58,117.49,2,3,6850.94
77,0,6,109.54,0,1,642.15
22,1,22,44.83,0,3,1036.52
27,2,15,44.82,1,2,682.47
20,1,27,107.65,1,2,2873.67
47,0,5,129.74,0,2,673.36
51,0,69,107.1,1,2,7299.59
20,1,45,11.5,0,2,624.3
39,1,31,95.82,0,0,2926.57
27,1,62,84.89,0,2,5291.79
42,1,61,22.19,0,0,1428.34
66,0,48,75.9,0,1,3757.24
79,1,53,94.4,0,1,4965.2
24,0,40,37.17,0,2,1413.91
42,1,15,130.27,0,2,1917.44
44,2,25,132.12,1,2,3393.86
31,0,6,79.33,0,0,495.16
25,0,44,46.69,2,0,2060.63
57,1,68,143.39,0,2,9841.7
30,0,17,77.18,0,3,1423.32
66,1,15,30.03,1,3,453.31
66,0,36,33.55,1,2,1145.49
33,1,20,76.91,0,0,1503.9
65,1,55,131.26,0,3,7287.32
74,1,8,21.6,1,3,167.14
22,1,6,132.75,0,0,830.29
45,1,55,12.1,1,2,763.04
55,1,52,60.1,2,1,3143.85
77,0,62,72.01,0,2,4473.43
23,0,2,15.54,0,1,102.88
21,0,24,103.49,0,0,2483.99
37,0,18,58.67,0,2,983.18
32,0,35,119.96,0,2,4309.15
34,1,63,15.54,1,3,1002.68
36,1,67,65.92,0,1,4466.45
45,1,48,65.77,0,0,3096.22
66,1,28,120.58,0,0,3384.37
20,0,65,55.37,0,3,3728.81
41,0,14,149.35,2,3,2103.03
30,1,19,45.94,0,0,856.39
69,0,49,89.55,1,1,4450.53
66,1,47,137.36,0,0,6510.69
56,1,2,121.01,1,3,205.1
29,0,48,57.31,1,3,2761.16
28,0,61,68.43,0,1,4222.49
39,1,59,52.93,0,1,3077.46
60,0,13,25.84,0,3,353.8
43,1,61,65.77,0,1,3981.77
68,1,63,62.07,2,3,3960.1
70,0,22,53.89,0,0,1201.54
23,1,51,149.64,2,3,7666.45
70,0,72,42.08,0,1,3035.64
64,1,49,14.87,2,1,667.17
48,0,62,82.2,1,3,5148.16
43,1,28,43.39,0,3,1200.34
69,1,37,52.77,0,2,1982.03
26,1,60,60.7,0,1,3720.62
33,0,27,55.8,1,1,1493.98
75,0,54,143.43,1,2,7837.15
37,0,46,139.93,0,2,6513.26
35,1,68,134.61,2,3,9178.45
49,1,13,118.22,1,3,1498.49
23,1,18,120.85,1,3,2195.5
45,0,53,104.02,0,1,5441.99
51,0,39,33.05,0,1,1292.98
30,0,71,48.02,2,0,3361.55
26,0,70,115.63,0,3,8072.83
62,1,59,44.46,0,0,2601.95
68,1,12,129.04,0,0,1503.25
38,1,67,126.42,1,3,8454.33
28,0,24,148.81,1,3,3533.74
21,1,33,77.36,0,2,2549.01
57,0,17,129.83,0,1,2299.62
46,0,43,107.75,0,2,4674.08
76,1,34,31.66,0,3,1103.45
49,2,14,126.33,0,2,1783.11
80,0,30,102.06,0,2,3000.11
51,0,54,63.39,0,0,3421.84
28,1,12,32.05,0,2,409.06
42,2,19,66.3,1,2,1248.64
57,2,36,148.94,0,3,5405.81
73,1,18,149.42,0,1,2706.58
41,1,71,25.0,0,2,1853.02
79,0,59,145.83,2,2,8656.65
45,1,32,95.79,0,3,3086.71
70,0,58,144.01,0,2,8401.79
29,1,46,79.48,0,2,3685.05
64,0,54,36.91,0,0,2006.3
41,1,63,30.97,2,2,1917.29
76,0,57,76.2,1,0,4321.59
44,0,62,90.14,1,2,5627.94
34,0,20,93.98,1,1,1898.8
36,1,27,134.17,0,3,3645.79
42,1,29,143.9,0,2,4093.16
44,1,3,63.65,0,2,135.95
61,1,7,65.29,1,2,426.56
34,1,60,26.35,2,2,1598.36
40,0,51,133.19,2,2,6813.1
78,1,64,74.14,2,0,4697.71
36,1,28,55.88,0,1,1665.75
53,1,13,83.89,1,1,1076.42
47,0,16,61.39,0,2,1026.38
31,1,43,100.69,0,2,4262.19
76,1,27,92.96,0,2,2522.85
52,0,11,65.61,0,2,728.44
69,0,21,20.21,0,2,459.81
23,2,68,125.93,2,1,8515.01
78,0,67,28.26,1,2,1864.27
46,0,48,61.89,0,2,3015.77
79,1,30,148.53,0,2,4516.13
48,0,59,81.25,0,3,4815.01
29,1,62,101.65,1,0,6306.7
64,0,46,78.55,0,3,3579.04
35,0,4,74.01,1,3,337.73
47,1,52,65.12,0,2,3314.25
29,1,49,41.38,0,0,2009.2
69,0,38,147.25,0,3,5518.47
25,1,23,45.9,0,2,1031.35
25,2,45,70.45,0,3,3168.26
66,1,33,136.63,1,3,4453.14
60,1,43,79.91,1,0,3448.55
40,1,27,27.25,0,1,714.58
53,1,68,82.17,1,3,5558.81
64,1,69,40.71,2,2,2847.06
74,1,50,26.72,2,3,1281.01
40,1,39,81.97,1,1,3149.09
55,0,26,57.78,2,2,1473.91
44,1,19,140.9,0,0,2713.39
77,1,20,103.9,0,2,2055.52
75,0,39,94.17,1,1,3607.41
30,0,49,131.51,0,2,6417.39
73,0,42,93.3,0,2,3829.73
52,1,71,61.01,1,2,4433.55
49,1,35,54.71,0,3,1867.02
65,0,25,15.6,0,2,421.98
24,0,46,32.48,0,0,1512.02
56,1,11,97.38,1,2,988.45
73,1,62,95.32,0,2,5950.74
40,0,20,133.54,0,2,2709.0
46,0,30,139.84,1,0,4113.17
74,1,66,145.72,1,2,9648.88
31,0,38,65.44,1,3,2513.24
48,0,10,79.23,2,1,749.84
58,0,25,56.86,1,2,1386.14
52,2,4,37.23,2,1,181.16
73,1,35,85.34,0,2,2975.66
33,1,72,118.06,2,1,8524.38
31,1,65,55.4,2,2,3539.1
55,1,25,118.71,0,0,2965.11
51,0,71,95.75,1,1,6756.48
65,1,28,126.13,2,0,3588.95
28,0,17,121.38,0,3,2061.9
70,0,35,89.72,0,2,3179.1
56,0,24,39.56,0,1,999.11
79,0,56,99.13,2,2,5566.54
70,0,40,127.6,0,1,5017.93
77,0,20,45.34,0,2,1024.22
23,1,27,25.51,1,1,710.3
52,1,53,33.03,0,2,1803.46
38,1,51,97.72,0,3,4950.56
41,0,23,31.3,1,0,649.6
71,0,71,103.91,0,2,7351.41
58,0,45,99.79,0,2,4451.83
33,1,30,116.73,1,3,3562.58
72,1,8,94.62,2,2,672.23
25,0,19,35.41,1,2,780.01
69,1,20,110.43,2,3,2255.67
30,0,66,88.66,1,2,5895.96
67,1,38,92.7,0,3,3545.28
39,1,33,114.46,0,3,3754.37
18,0,67,78.4,0,2,5254.45
52,1,29,34.91,0,3,1022.41
18,1,11,137.23,0,1,1533.5
80,0,4,142.08,0,1,592.95
58,0,29,101.69,0,3,2985.93
50,1,44,123.71,2,2,5311.14
42,0,33,51.27,1,0,1780.86
51,0,56,29.27,0,0,1512.12
34,0,53,51.02,0,0,2713.46
36,0,24,134.84,2,0,3167.75
57,1,36,114.73,1,1,4230.32
28,0,33,104.67,0,1,3460.88
38,1,6,74.39,0,3,344.58
21,0,50,147.46,0,3,7427.46
31,0,4,31.39,1,0,79.09
77,0,42,78.61,1,1,3245.16
42,1,27,139.79,1,2,3793.92
27,1,9,44.26,0,3,387.14
70,2,59,72.44,2,3,4316.13
68,0,42,89.02,2,1,3756.73
49,0,20,30.93,1,2,641.55
55,0,5,15.44,0,2,66.11
28,1,63,47.42,0,1,2916.21
38,0,72,19.29,0,3,1366.69
54,1,4,11.81,0,1,0.0
70,0,16,124.87,1,1,1985.95
49,1,71,109.06,2,1,7715.05
50,0,61,148.94,0,2,9078.37
52,0,41,99.13,0,0,4046.64
25,1,21,68.79,1,1,1499.33
39,1,59,55.97,1,2,3255.53
80,0,11,50.35,0,3,586.25
48,0,66,27.98,0,3,1884.27
19,1,69,108.31,0,2,7507.18
53,1,69,143.98,2,0,9956.52
23,1,40,91.33,0,2,3706.07
20,1,11,143.93,2,2,1618.36
46,1,33,118.92,2,1,3938.19
28,1,41,142.7,1,0,5833.37
49,1,29,15.78,0,0,428.58
75,0,33,120.86,1,2,4007.65
32,0,36,30.07,0,1,1039.24
52,1,38,85.08,0,3,3188.42
76,2,16,97.55,2,1,1585.17
51,1,54,90.13,2,3,4842.76
20,0,9,35.05,1,2,384.92
39,0,6,76.88,0,3,414.55
72,0,5,97.9,0,2,482.75
26,0,30,25.28,1,0,783.6
45,1,55,14.35,0,2,750.04
71,0,69,109.86,0,2,7618.08
73,0,16,109.38,1,2,1725.09
80,0,33,24.91,0,3,848.87
58,1,61,114.67,2,1,6978.09
73,0,1,107.49,0,2,164.59
80,1,56,143.34,0,2,8082.25
77,0,36,146.53,2,3,5342.61
30,2,10,38.3,1,1,330.64
29,0,36,107.07,0,0,3810.37
59,1,51,139.25,0,0,7074.87
70,0,44,137.73,0,0,6137.13
18,0,72,77.53,1,0,5589.22
35,0,16,94.7,0,0,1475.18
45,0,67,144.14,1,1,9668.93
69,1,21,132.88,0,1,2717.15
18,1,51,47.34,1,3,2480.16
39,0,51,115.4,0,3,5873.96
42,0,24,131.63,0,2,3167.34
68,0,14,54.72,1,2,783.16
76,1,10,78.58,0,0,707.14
19,0,29,11.83,1,1,309.36
75,1,63,45.4,0,1,2972.0
44,1,52,98.81,0,0,5098.12
26,0,23,65.48,0,1,1484.76
34,1,17,145.84,0,0,2412.91
41,0,58,59.35,0,3,3443.04
75,1,30,143.8,0,2,4334.92
37,0,24,103.38,0,3,2572.5
74,0,10,74.54,0,2,756.15
44,0,32,70.14,0,0,2271.81
31,0,62,103.92,1,1,6391.34
78,1,57,96.18,0,2,5458.17
73,0,25,145.74,0,0,3658.53
24,0,34,12.75,1,3,369.47
40,1,2,118.17,0,3,247.22
63,0,28,69.1,0,0,1972.25
50,0,31,62.94,2,2,2011.7
56,0,42,70.01,0,2,2853.27
59,0,6,14.09,0,1,94.71
52,1,38,79.92,0,1,2955.49
48,0,44,24.2,1,3,1076.78
47,0,59,66.07,0,0,3936.41
39,1,27,33.52,2,3,917.07
65,0,66,104.78,0,3,6933.5
76,0,45,73.05,0,0,3272.27
35,0,23,74.41,0,2,1734.71
18,1,6,41.49,2,1,286.17
52,1,67,143.85,1,2,9712.87
73,1,63,119.8,1,3,7531.83
43,0,51,114.81,2,2,5781.41
78,0,1,145.4,1,0,63.29
55,1,60,71.24,2,2,4353.83
33,0,68,98.19,0,3,6683.59
32,1,17,148.04,1,3,2552.6
68,1,61,118.89,0,0,7235.54
78,0,28,32.29,1,0,869.17
52,0,61,13.12,1,2,673.0
69,0,30,88.54,2,3,2591.88
58,0,30,105.43,0,2,3182.42
76,1,55,108.99,0,0,6020.58
25,0,56,129.12,0,1,7303.71
65,0,60,136.5,0,2,8116.73
47,0,18,30.18,1,0,446.69
20,0,66,136.8,0,3,8960.94
22,1,48,25.46,2,0,1246.65
19,0,18,50.6,0,2,914.76
43,1,7,99.51,0,3,706.83
75,2,21,87.78,0,3,1800.31
57,0,29,48.3,0,3,1404.6
70,1,67,24.4,1,3,1607.92
43,1,10,17.49,2,2,157.29
62,1,58,147.58,0,3,8542.12
75,1,6,36.93,0,2,220.2
68,0,47,37.49,0,3,1654.4
54,0,50,30.49,1,0,1612.14
47,1,43,104.96,2,2,4508.67
65,1,25,133.87,0,1,3415.1
43,0,70,129.72,0,0,9059.15
54,1,46,120.48,1,1,5541.37
35,1,48,72.94,0,0,3459.58
41,0,11,141.92,0,1,1601.45
50,1,67,148.64,1,3,10033.46
21,1,4,120.95,0,2,416.68
56,0,6,98.53,1,0,573.47
66,1,42,28.38,1,2,1202.45
50,0,22,78.28,0,1,1744.91
39,0,3,149.89,0,2,394.75
76,1,45,78.09,0,1,3523.6
69,1,59,31.58,0,3,1849.46
23,1,12,23.22,2,0,320.35
67,1,20,61.27,0,2,1205.22
56,0,12,105.12,0,3,1306.07
26,2,26,59.88,0,2,1585.7
77,0,3,16.24,2,2,94.28
71,1,50,108.28,1,2,5399.89
75,1,34,20.15,0,3,674.81
55,1,26,26.33,0,2,720.87
64,1,56,28.79,0,1,1615.94
52,0,34,146.03,1,1,5023.91
55,0,36,93.14,0,2,3349.0
48,1,65,64.94,0,1,4247.18
53,0,9,117.95,2,1,1111.72
41,1,32,55.14,0,1,1824.81
23,0,23,31.87,2,3,625.15
20,1,10,129.15,1,3,1244.24
37,1,35,50.02,1,3,1721.9
68,0,20,131.51,1,2,2604.23
47,1,1,124.66,0,2,124.25
43,0,46,97.98,0,0,4605.17
70,1,19,84.78,0,3,1573.14
64,1,8,71.42,1,2,602.1
32,0,49,18.55,0,3,882.85
79,0,32,111.48,2,0,3590.92
47,1,33,110.94,1,2,3659.66
19,1,62,143.94,0,3,8870.67
37,0,24,68.63,1,2,1723.88
45,0,54,102.28,1,1,5463.58
28,1,59,92.39,0,2,5429.6
72,1,4,30.58,0,2,194.01
53,1,58,97.67,2,2,5729.05
74,1,59,20.14,0,2,1211.06
32,1,63,122.42,1,0,7671.13
55,1,60,107.35,0,1,6461.08
25,1,40,40.8,1,2,1656.93
62,0,70,86.31,2,1,5970.24
38,0,32,52.51,0,3,1708.15
28,1,45,103.06,1,3,4654.98
18,1,39,67.35,0,2,2705.74
34,1,23,13.48,0,2,374.86
79,0,50,38.87,1,1,1952.32
80,1,40,103.99,0,3,4193.31
22,1,56,20.24,2,2,1121.33
68,1,69,113.96,0,1,7942.95
59,0,48,34.75,0,2,1770.23
35,0,10,28.76,0,1,274.47
55,0,50,17.6,0,0,803.92
68,1,20,13.86,0,1,364.63
47,1,57,146.97,1,2,8352.59
60,1,40,69.75,0,0,2749.05
65,0,57,107.25,1,2,6121.12
29,0,51,146.72,1,3,7490.91
26,0,10,89.43,2,2,826.91
23,1,54,80.99,0,0,4362.76
51,0,51,118.84,0,1,6054.93
45,1,41,28.03,2,0,1159.47
50,1,4,75.1,1,2,329.03
72,1,54,100.36,0,0,5351.68
46,1,15,137.02,0,0,2161.07
51,1,60,84.06,2,0,5062.61
36,0,24,20.36,1,3,408.86
80,1,54,53.19,0,3,2900.41
57,1,38,45.9,0,2,1800.25
24,1,23,134.4,0,2,3066.57
19,1,28,107.75,0,3,3129.53
71,1,42,146.71,0,2,6029.6
78,1,64,139.39,0,3,8824.92
63,0,27,147.43,1,3,4031.42
32,1,25,10.27,1,2,352.18
58,1,47,111.52,2,2,5170.0
52,1,17,129.97,0,2,2229.26
73,1,53,74.61,0,0,4102.13
22,1,66,124.56,0,3,8208.87
34,1,63,126.75,0,3,8011.62
50,0,48,43.36,2,2,2017.49
37,0,33,78.1,0,2,2531.19
64,0,65,28.41,1,1,1842.17
74,0,33,112.71,0,1,3693.92
23,0,55,20.38,1,2,1183.99
32,1,15,45.15,2,2,759.22
69,0,7,37.02,0,3,243.96
54,1,5,77.79,0,2,408.0
28,0,21,124.8,2,1,2613.16
41,0,10,35.5,0,2,272.53
49,0,17,134.69,2,0,2355.73
76,1,48,107.49,1,2,5072.06
50,0,46,12.55,0,0,536.33
29,0,71,31.27,0,0,2225.9
49,0,5,32.88,1,0,198.64
21,1,14,137.84,0,2,1938.14
56,0,50,110.37,0,0,5563.4
66,1,67,49.2,0,0,3353.26
65,1,3,94.68,0,1,193.87
63,0,45,95.66,1,1,4296.47
65,0,36,118.43,2,0,4223.47
78,1,26,100.65,1,2,2607.96
43,1,50,144.97,2,0,7293.31
40,0,43,50.65,2,3,2147.81
68,1,49,125.74,2,3,6181.89
77,1,20,112.66,0,0,2232.08
49,0,52,125.46,0,1,6525.94
74,1,26,13.21,0,2,383.5
18,0,9,84.93,0,1,757.8
54,0,33,84.06,1,2,2807.77
42,0,4,88.92,2,0,371.29
37,0,69,62.78,2,3,4360.84
62,1,53,50.23,0,3,2661.13
31,0,53,147.45,2,3,7738.12
23,0,5,63.35,1,2,409.81
50,1,72,124.88,2,1,9018.35
55,1,72,105.76,0,3,7557.62
40,0,25,48.86,0,1,1226.84
33,1,17,122.32,1,2,2036.4
58,1,43,136.59,1,3,5893.45
44,1,52,130.18,0,0,6796.09
49,0,60,138.2,0,2,8351.52
49,1,3,11.45,0,1,92.83
21,0,11,24.04,1,1,310.82
56,0,18,91.41,2,2,1671.59
62,1,50,22.04,0,1,1122.39
49,1,47,14.81,0,1,839.17
27,1,37,123.32,1,2,4536.89
25,0,23,36.52,1,3,867.42
58,0,21,44.09,0,2,975.71
53,0,14,122.62,0,0,1738.7
77,1,42,65.06,0,3,2802.66
47,0,30,65.5,1,1,1963.37
27,1,72,84.73,1,2,6097.0
53,0,19,59.16,0,2,1065.74
19,1,67,116.75,1,2,7861.27
60,1,43,15.28,0,2,683.19
26,0,67,90.03,2,2,5948.93
59,0,58,112.7,2,3,6504.18
65,0,3,26.56,1,1,72.95
25,0,13,102.38,0,1,1289.0
22,0,69,117.57,0,3,8171.61
73,0,19,40.16,1,3,730.18
65,1,37,64.54,2,3,2379.12
62,1,4,21.43,0,1,99.8
58,0,47,86.73,1,3,4135.82
26,1,63,110.17,1,1,6924.02
48,1,7,102.56,1,2,645.28
73,1,66,78.23,0,2,5259.13
79,0,16,47.03,0,3,798.46
43,0,50,24.1,2,1,1241.78
58,0,67,112.93,0,2,7592.59
78,0,18,107.94,0,1,1865.1
44,1,22,146.49,0,1,3169.13
59,1,67,47.82,1,0,3193.49
57,1,26,12.82,0,0,315.44
61,1,4,49.11,1,2,213.91
61,0,7,31.88,0,3,208.58
74,0,50,144.09,0,0,7148.15
47,0,21,148.88,2,2,3071.44
64,1,43,64.03,0,0,2796.36
73,0,12,112.26,0,3,1354.31
41,1,61,95.6,1,1,5906.46
77,0,35,68.73,0,2,2322.13
30,1,72,124.19,0,2,8969.04
53,1,18,92.06,0,3,1622.51
71,2,33,117.78,0,0,3814.32
23,2,17,70.13,1,3,1117.17
45,0,59,61.42,0,2,3688.65
27,0,41,80.94,0,3,3375.02
76,0,8,140.51,0,0,1098.61
76,0,18,87.21,1,2,1554.94
61,1,10,113.69,1,3,1146.12
69,1,38,83.57,1,3,3275.26
76,1,29,126.34,0,2,3812.89
59,1,28,104.41,0,3,2876.52
42,1,58,63.45,0,3,3678.36
18,0,63,59.37,0,3,3738.77
52,1,33,146.93,0,0,4760.89
61,0,34,135.08,0,1,4531.88
33,1,57,132.8,1,2,7585.46
30,1,72,28.46,2,1,2070.84
25,1,6,66.8,0,2,346.11
29,0,16,133.19,0,0,2173.15
59,0,65,135.97,0,2,8780.56
63,0,14,47.23,1,3,646.35
73,0,41,149.69,0,3,6178.16
20,0,63,147.09,0,3,9216.45
67,2,45,121.76,0,0,5500.91
56,0,5,106.86,0,3,522.15
74,1,5,64.25,1,1,326.28
26,0,33,149.68,0,2,5004.64
72,1,58,19.01,0,0,1032.95
29,0,60,14.26,0,2,877.22
18,1,70,55.31,0,2,3802.74
36,1,67,83.89,0,3,5613.87
55,0,34,46.58,1,3,1547.85
54,1,64,40.06,0,2,2563.08
32,0,61,108.31,1,1,6561.88
79,1,9,138.3,2,2,1256.74
75,1,55,11.11,1,2,546.89
72,1,14,31.11,0,0,513.16
46,1,68,93.29,1,0,6369.09
76,1,39,123.81,0,2,4856.15
58,0,22,45.11,0,3,1033.5
47,1,40,119.86,0,3,4789.61
20,0,35,11.89,0,1,463.64
44,0,10,132.94,0,3,1304.5
75,0,66,147.13,2,3,9740.71
22,0,58,91.15,0,3,5266.36
56,1,70,97.22,1,2,6722.16
70,1,66,41.02,1,0,2757.9
49,0,67,138.82,0,3,9307.12
28,1,30,42.56,1,1,1244.07
60,0,26,92.08,2,0,2363.61
35,0,22,104.66,1,0,2232.65
37,1,8,24.34,0,1,172.85
23,1,41,100.23,1,3,4063.05
80,0,16,23.36,0,3,234.25
80,2,28,18.25,0,0,488.79
19,1,26,22.9,2,3,630.83
46,0,16,56.86,0,1,1009.67
70,0,66,101.03,2,2,6593.6
22,1,56,78.4,1,1,4377.81
77,0,17,111.54,1,3,1851.7
80,0,50,22.84,0,3,1174.71
35,0,66,109.52,1,3,7211.92
36,0,51,144.06,1,1,7380.67
20,1,60,49.73,0,3,2930.66
78,1,41,93.09,0,3,3746.12
74,0,65,68.67,0,3,4438.83
39,1,39,78.5,0,0,3001.04
42,0,34,54.73,1,2,1861.38
75,0,32,83.45,1,1,2718.76
72,1,8,30.17,0,3,151.15
79,1,44,111.72,1,3,4925.61
31,1,43,131.64,0,3,5702.09
22,1,42,92.38,2,3,3906.5
32,0,38,98.51,2,1,3801.3
58,1,16,126.83,1,2,2011.52
47,1,46,143.95,0,2,6604.23
39,0,40,99.18,1,3,4062.28
33,0,26,106.02,0,3,2813.16
43,1,71,30.5,1,3,2150.8
24,0,1,13.94,1,2,0.0
39,1,36,45.92,0,2,1648.37
51,1,72,46.52,0,2,3274.28
33,0,59,133.58,0,2,7953.26
60,1,36,40.36,2,0,1435.08
59,1,9,83.74,0,3,719.04
20,1,64,143.61,0,2,9099.53
74,1,18,78.7,0,1,1374.75
36,0,57,80.03,2,3,4574.26
80,1,62,47.46,1,0,2918.84
41,1,9,48.62,0,2,400.86
56,1,63,20.84,0,3,1325.98
23,1,32,112.54,0,0,3708.99
61,1,9,48.65,1,2,406.99
65,0,15,63.17,1,1,867.64
54,2,58,114.24,0,2,6602.33
68,1,62,74.86,0,3,4564.31
58,1,20,138.1,0,2,2681.43
22,1,15,108.98,0,3,1675.52
55,0,15,127.67,0,2,1937.19
79,1,51,26.9,1,1,1392.73
28,2,56,87.87,0,2,4941.14
72,0,49,137.37,1,3,6731.41
80,0,34,77.65,0,3,2673.17
31,1,68,54.81,0,1,3728.92
38,0,14,68.06,0,3,921.34
69,0,48,115.87,1,0,5577.9
30,1,52,15.92,0,0,856.72
74,1,21,71.29,2,2,1438.62
44,0,10,64.5,0,1,694.99
40,1,61,99.45,1,2,6101.26
54,0,3,140.76,0,2,402.45
40,0,26,42.45,0,2,1199.99
68,0,54,42.75,1,2,2253.96
67,0,54,16.53,0,0,954.42
40,1,23,31.83,0,2,723.83
21,1,33,127.41,0,2,4209.66
38,0,62,51.5,1,2,3193.75
62,1,6,78.2,0,2,458.76
26,2,72,18.75,0,0,1367.61
74,1,8,27.6,0,0,146.65
75,1,45,119.97,0,2,5484.39
65,0,6,42.73,2,1,351.35
30,1,33,144.85,0,2,4772.33
30,2,6,113.05,0,2,700.69
20,1,51,136.38,0,2,7011.21
49,1,34,33.3,1,0,1239.18
56,0,5,56.04,0,2,272.33
42,0,57,34.8,0,2,2050.52
54,0,18,92.83,0,0,1590.72
72,1,68,20.81,0,3,1436.85
57,0,52,115.73,2,2,6027.21
78,1,70,93.29,0,3,6487.78
57,0,62,100.88,0,0,6256.18
45,1,2,141.54,0,2,304.52
52,2,40,18.34,2,3,729.24
55,1,32,146.56,0,3,4649.82
74,1,61,42.85,0,2,2607.19
34,0,51,134.44,1,1,6819.17
42,0,32,128.68,0,2,4144.15
62,0,21,51.55,0,1,1069.98
35,0,14,144.83,0,2,2065.94
51,2,28,22.15,1,0,634.08
76,0,64,94.4,2,2,6071.24
63,0,10,95.81,0,1,912.57
75,1,19,49.76,1,2,903.08
50,1,14,136.38,2,3,1884.83
57,1,53,31.74,0,2,1659.17
50,1,26,88.76,0,3,2385.96
61,1,59,100.84,1,2,6000.15
46,0,14,124.25,1,3,1709.66
34,0,18,117.99,0,2,2213.82
58,0,13,111.83,0,3,1466.19
66,1,48,12.75,2,0,561.62
66,0,48,36.45,1,2,1780.39
64,0,53,96.19,1,2,5026.12
31,0,68,117.57,1,3,7979.35
27,1,10,28.43,0,3,373.49
62,1,12,132.87,0,0,1643.06
28,0,24,60.4,0,0,1458.1
30,1,67,146.33,1,3,9903.16
29,1,16,24.96,2,2,356.85
19,1,48,134.24,0,2,6451.16
